Region,Alliance,Rank,Votes,Result,Candidate,Party,Constituency,SeatsWon,rcount_BJP_cong_jds_nota,ResultMinority
Bombay Karnataka,Others_a,5th and above,415,Lost_,IRANNA MADIVALAPPA VISHWAKARMA,Independent,Sindgi,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,4th,1222,Lost_,None of the Above,NOTA,Sindgi,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,1st,71514,Won_,VENKATRAO NADAGOUDA,Janata Dal (Secular),Sindhanur,1,1,Won
Hyderabad Karnataka,Cong-JDS,2nd,69917,Lost_,BADARLI HAMPANGOUDA,Indian National Congress,Sindhanur,0,1,Lost
Hyderabad Karnataka,BJP,3rd,14795,Lost_,KOLLA SHESHAGIRIRAO,Bharatiya Janata Party,Sindhanur,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,1240,Lost_,DR.JALALUDDIN AKBAR,Janata Dal (United),Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,794,Lost_,SURESH GOUDA MUNDINAMANE,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,709,Lost_,NANA SAHUKAR ATTAR,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,546,Lost_,SHIVALINGA KODLI,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,333,Lost_,HANUMANTHAPPA UPPAR,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,312,Lost_,SHANTAPPA,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,307,Lost_,M.M.ANANDA KUMAR,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,305,Lost_,BASAVANAGOUDA,Samanya Janatha Party (Loktantrik),Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,268,Lost_,YANKAYYA SHETTY,Namma Congress,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,243,Lost_,LAKSHMI DEVI BETTAN GOWDA,All India Mahila Empowerment Party,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,219,Lost_,SHARIFSAB DODDAMANI,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,218,Lost_,CHANNABASAYYA SWAMY C.B.,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,201,Lost_,RAMANNA EARALAGADDI,Independent,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,199,Lost_,SHABBIR,Karnataka Jantha Paksha,Sindhanur,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,4th,1344,Lost_,None of the Above,NOTA,Sindhanur,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,74338,Won_,B SATHYANARAYANA,Janata Dal (Secular),Sira,1,1,Won
Southern Karnataka,Cong-JDS,2nd,63973,Lost_,T B JAYACHANDRA,Indian National Congress,Sira,0,1,Lost
Southern Karnataka,BJP,3rd,16959,Lost_,S R GOWDA,Bharatiya Janata Party,Sira,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,4th,14468,Lost_,C M NAGARAJU,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,3610,Lost_,CHIDANAND M GOWDA,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,1457,Lost_,GIREESH,Communist Party of India,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,1179,Lost_,KAVITHA R MANANGI,Samanya Janatha Party (Loktantrik),Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,649,Lost_,SHASHIKUMAR SIRA,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,503,Lost_,S N KANTHARAJU,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,479,Lost_,B A MANJUNATHA,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,471,Lost_,RANGAPPA,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,456,Lost_,M L A R KAMBANNA,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,439,Lost_,GURUSIDDAPPA M.,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,419,Lost_,D LAKSHMAIAH,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,296,Lost_,K MANJUNATHA,Independent,Sira,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,568,Lost_,None of the Above,NOTA,Sira,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,70595,Won_,KAGERI VISHWESHWAR HEGDE,Bharatiya Janata Party,Sirsi,1,1,Won
Coastal Karnataka,Cong-JDS,2nd,53134,Lost_,BHIMANNA NAIK,Indian National Congress,Sirsi,0,1,Lost
Coastal Karnataka,Cong-JDS,3rd,26625,Lost_,SHASHIBHUSHAN HEGDE,Janata Dal (Secular),Sirsi,0,1,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,981,Lost_,AJJIBAL RAMANAND,Independent,Sirsi,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,909,Lost_,ANNAPPA AKASH S.K.,Shivsena,Sirsi,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,900,Lost_,ABDUL RAZAK SHAIKH,All India Mahila Empowerment Party,Sirsi,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,4th,1935,Lost_,None of the Above,NOTA,Sirsi,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,82546,Won_,M.S. SOMALINGAPPA,Bharatiya Janata Party,Siruguppa,1,1,Won - had more than 50% votes
Central Karnataka,Cong-JDS,2nd,61275,Lost_,B. MURALI KRISHNA,Indian National Congress,Siruguppa,0,1,Lost
Central Karnataka,Cong-JDS,3rd,2482,Lost_,HOSAMANE B. MARUTHI,Janata Dal (Secular),Siruguppa,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,1274,Lost_,B.M.VENKATESHA NAYAKA,Independent,Siruguppa,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,956,Lost_,B. SREENIVAS,Independent,Siruguppa,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,813,Lost_,DODDA YALLAPPA,All India Mahila Empowerment Party,Siruguppa,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,468,Lost_,PARASHU RAMA,Independent,Siruguppa,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,340,Lost_,M.H.VEERESHAPPA HUNASEMARADAVARU,All India Forward Bloc,Siruguppa,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1997,Lost_,None of the Above,NOTA,Siruguppa,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,72091,Won_,S.KUMARA BANGARAPPA,Bharatiya Janata Party,Sorab,1,1,Won
Central Karnataka,Cong-JDS,2nd,58805,Lost_,S.MADHU BANGARAPPA,Janata Dal (Secular),Sorab,0,1,Lost
Central Karnataka,Cong-JDS,3rd,21721,Lost_,RAJU. M. TALLURU,Indian National Congress,Sorab,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,748,Lost_,ASADULLA T.K (ASOOD),All India Mahila Empowerment Party,Sorab,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,739,Lost_,SHAKUNTHALA SHIVAMURTHYGOWDA,Independent,Sorab,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,416,Lost_,PRAKASH SHIVAPPA TALAVARA.,Independent,Sorab,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,346,Lost_,J.S CHIDANANDA GOWDA JEDAGERI,Independent,Sorab,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,289,Lost_,H.B.GANGADHARAPPA. HUNAVALLI,Swaraj India,Sorab,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1039,Lost_,None of the Above,NOTA,Sorab,0,1,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,1st,62780,Won_,T D RAJEGOWDA,Indian National Congress,Sringeri,1,1,Won
Central Karnataka,BJP,2nd,60791,Lost_,D N JEEVARAJ,Bharatiya Janata Party,Sringeri,0,1,Lost
Central Karnataka,Cong-JDS,3rd,9799,Lost_,H G VENKATESH,Janata Dal (Secular),Sringeri,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,4th,1294,Lost_,PRAVEEN KHANDYA,Independent,Sringeri,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,482,Lost_,ABRAHAM,Independent,Sringeri,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,424,Lost_,M K DAYANANDA,Proutist Sarva Samaj,Sringeri,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,275,Lost_,MAHESHKUMAR K V,Shivsena,Sringeri,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,193,Lost_,K C PRAKASH,Independent,Sringeri,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,5th and above,1015,Lost_,None of the Above,NOTA,Sringeri,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,93571,Won_,K R RAMESH KUMAR,Indian National Congress,Srinivaspur,1,1,Won - had more than 50% votes
Southern Karnataka,Cong-JDS,2nd,83019,Lost_,G K VENKATASHIVAREDDY,Janata Dal (Secular),Srinivaspur,0,1,Lost
Southern Karnataka,BJP,3rd,4208,Lost_,DR VENU GOPAL K N,Bharatiya Janata Party,Srinivaspur,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,4th,837,Lost_,G.K.VENKATASHIVAREDDY,Independent,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,784,Lost_,P R SURYA NARAYANA SWAMI,Communist Party of India (Marxist),Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,493,Lost_,VENKATASHIVAREDDY,Independent,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,329,Lost_,K.SRINIVASAGOWDA,Independent,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,145,Lost_,SATHYA ARUNDATHI,Republican Sena,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,134,Lost_,RAMESHBABU,Independent,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,106,Lost_,A V RAMESH KUMAR,Independent,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,97,Lost_,SANDEEP M.G,All India Mahila Empowerment Party,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,96,Lost_,S RAMESHKUMAR,Independent,Srinivaspur,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,689,Lost_,None of the Above,NOTA,Srinivaspur,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,95205,Won_,ANGARA.S,Bharatiya Janata Party,Sullia,1,1,Won - had more than 50% votes
Coastal Karnataka,Cong-JDS,2nd,69137,Lost_,DR.B.RAGHU,Indian National Congress,Sullia,0,1,Lost
Coastal Karnataka,Others_a,3rd,1472,Lost_,RAGHU,Bahujan Samaj Party,Sullia,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,564,Lost_,SUNDARA.K,Independent,Sullia,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,391,Lost_,SANJEEV BABURAO KURANDWADA,Independent,Sullia,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,333,Lost_,CHANDRASHEKARA.K.PALLATHADKA,Independent,Sullia,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,4th,1310,Lost_,None of the Above,NOTA,Sullia,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,83929,Won_,ASHVIN KUMAR.M,Janata Dal (Secular),T.Narasipur,1,1,Won - had more than 50% votes
Southern Karnataka,Cong-JDS,2nd,55451,Lost_,DR. H.C.MAHADEVAPPA,Indian National Congress,T.Narasipur,0,1,Lost
Southern Karnataka,BJP,3rd,11812,Lost_,S. SHANKAR,Bharatiya Janata Party,T.Narasipur,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,470,Lost_,SURENDRANATHA C.P.,Independent,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,427,Lost_,S.CHANDRASHEKHAR,Independent,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,392,Lost_,MAHADEVASWAMY M.,Samajwadi Party,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,333,Lost_,B.M. SRIKANTAVARDHANA,Bharatiya Rashtriya Mahila Sarvodaya Congress,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,318,Lost_,RENUKA R,Independent,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,283,Lost_,SRINIVASA,All India Mahila Empowerment Party,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,211,Lost_,M. KUMARA KRANTHI,Independent,T.Narasipur,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,4th,1660,Lost_,None of the Above,NOTA,T.Narasipur,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,44940,Won_,D S SURESH,Bharatiya Janata Party,Tarikere,1,1,Won
Central Karnataka,Others_a,2nd,33253,Lost_,G H SRINIVASA,Independent,Tarikere,0,0,Lost
Central Karnataka,Others_a,3rd,29663,Lost_,H M GOPI,Independent,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,4th,20402,Lost_,S M NAGARAJU,Indian National Congress,Tarikere,0,1,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,5th and above,14574,Lost_,T H SHIVASHANKARAPPA,Janata Dal (Secular),Tarikere,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,2096,Lost_,KHALEEL,Republican Sena,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,1236,Lost_,AKSHAY L B,Karnataka Pragnyavantha Janatha Party,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,751,Lost_,SRINATH S,Independent,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,693,Lost_,D C SURESH,Independent,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,517,Lost_,SADIQ PASHA,Independent,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,391,Lost_,KANTHARAJA N S,Independent,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,319,Lost_,MANJUNATH B S,All India Mahila Empowerment Party,Tarikere,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,5th and above,758,Lost_,None of the Above,NOTA,Tarikere,0,1,Lost - had less than 20% votes
Bombay Karnataka,BJP,1st,87213,Won_,SIDDU SAVADI,Bharatiya Janata Party,Terdal,1,1,Won - had more than 50% votes
Bombay Karnataka,Cong-JDS,2nd,66324,Lost_,UMASHREE,Indian National Congress,Terdal,0,1,Lost
Bombay Karnataka,Cong-JDS,3rd,12435,Lost_,BASAPPA K KONNUR,Janata Dal (Secular),Terdal,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,1262,Lost_,GANGAPPA SHRISHAILAPPA METI,Karnataka Rajya Ryota Sangha,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,1091,Lost_,R. VEERESH PRASAD (VEERESH NEKAR),Namma Congress,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,711,Lost_,KALLAPPA RAMAPPA PICHELI,Independent,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,357,Lost_,BASAVARAJ BHIMAPPA GAYAKWAD,Shivsena,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,319,Lost_,JAVED INAMDAR,All India Mahila Empowerment Party,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,298,Lost_,MOHAMMAD RAFIQBADASHA DOU,Bahujan Mukti Party,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,281,Lost_,PRABHAKAR CHALWADI,Praja Parivartan Party,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,279,Lost_,POOJA MALLAPPA BEVOOR,Bhaarateeya Janashakthi Congress,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,264,Lost_,M M NADAF,Indian New Congress Party,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,194,Lost_,MALAKAPPA KALLAPPA SAPTSAGR,Janahitha Paksha,Terdal,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,4th,2012,Lost_,None of the Above,NOTA,Terdal,0,1,Lost - had less than 20% votes
Southern Karnataka,BJP,1st,61383,Won_,B.C. NAGESH,Bharatiya Janata Party,Tiptur,1,1,Won
Southern Karnataka,Cong-JDS,2nd,35820,Lost_,K. SHADAKSHARI,Indian National Congress,Tiptur,0,1,Lost
Southern Karnataka,Cong-JDS,3rd,17027,Lost_,LOKESHWARA,Janata Dal (Secular),Tiptur,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,4th,13506,Lost_,K.T. SHANTHAKUMAR,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,8689,Lost_,G. NARAYAN,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,6212,Lost_,B. NANJAMARI,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,3018,Lost_,T N KUMARASWAMY,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,2348,Lost_,MYLARI .M.,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,660,Lost_,M. RAMESHA,All India Mahila Empowerment Party,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,501,Lost_,T. SHIVANAG,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,425,Lost_,DR. S. SHOBHA,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,335,Lost_,ANANTHASHAYANA .A.T.,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,306,Lost_,SANTHOSH BHYRATAE,Shivsena,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,272,Lost_,R S RAJASHEKHAR,Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,213,Lost_,N.L. MALLESH (MALLI),Independent,Tiptur,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,856,Lost_,None of the Above,NOTA,Tiptur,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,67527,Won_,ARAGA JNANENDRA,Bharatiya Janata Party,Tirthahalli,1,1,Won
Central Karnataka,Cong-JDS,2nd,45572,Lost_,KIMMANE RATHNAKARA,Indian National Congress,Tirthahalli,0,1,Lost
Central Karnataka,Cong-JDS,3rd,40127,Lost_,R.M. MANJUNATHA GOWDA,Janata Dal (Secular),Tirthahalli,0,1,Lost
Central Karnataka,Others_a,5th and above,762,Lost_,A.PUTTHABBA,All India Mahila Empowerment Party,Tirthahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,525,Lost_,SRILATHA SHETTY,Independent,Tirthahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,477,Lost_,SRINIVASA N S,Independent,Tirthahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,396,Lost_,T MUNEER,Independent,Tirthahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,339,Lost_,RATHNAKARA,Independent,Tirthahalli,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1195,Lost_,None of the Above,NOTA,Tirthahalli,0,1,Lost - had less than 20% votes
Southern Karnataka,BJP,1st,60421,Won_,G.B. JYOTHI GANESH,Bharatiya Janata Party,Tumkur City,1,1,Won
Southern Karnataka,Cong-JDS,2nd,55128,Lost_,N. GOVINDARAJU,Janata Dal (Secular),Tumkur City,0,1,Lost
Southern Karnataka,Cong-JDS,3rd,51219,Lost_,DR. RAFEEQ AHMED. S.,Indian National Congress,Tumkur City,0,1,Lost
Southern Karnataka,Others_a,5th and above,383,Lost_,C.THIPPESWAMY,Samanya Janatha Party (Loktantrik),Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,345,Lost_,R. SHARIFF (AFSAR),Independent,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,253,Lost_,PRAKASH R.A. JAIN,Independent,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,157,Lost_,NISSAR AHMED (ARIF),All India Mahila Empowerment Party,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,131,Lost_,VEERAPPA DEVARU R. S.,Janata Dal (United),Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,119,Lost_,NAGARAJU R,Independent,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,118,Lost_,BABAJAN (DUBAIBABU),Karnataka Pragnyavantha Janatha Party,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,104,Lost_,RAJU,Karnataka Jantha Paksha,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,95,Lost_,RESHMA MARIAM,Federal Congress of India,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,89,Lost_,MANJULA M,Rashtriya Manav Vikas Party,Tumkur City,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,4th,1309,Lost_,None of the Above,NOTA,Tumkur City,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,82740,Won_,D C GOWRISHANKAR,Janata Dal (Secular),Tumkur Rural,1,1,Won
Southern Karnataka,BJP,2nd,77100,Lost_,B SURESH GOWDA,Bharatiya Janata Party,Tumkur Rural,0,1,Lost
